story_id,title,description,genre,author,avg_reading_minutes,quality,publish_days_ago
S00056,Crossfire Reborn,"After a getaway driver is drawn into an informant burned by their own agency, they must confront what it truly costs. Some doors, once opened, never close.",Thriller,Zoya Reddy,40.8,0.6421921606857652,457
S00057,The Lost Expedition: Origins,"After a treasure-hunting historian is drawn into a jungle hiding a lost city, they must confront what it truly costs. But every secret has its price.",Adventure,Rohan Singh,42.4,0.4094635052438863,107
S00058,Unspoken: The Reckoning,"After an estranged son is drawn into a mother's choice that echoes for decades, they must confront what it truly costs. What follows changes everything.",Drama,Lin Rao,36.0,0.7519893342873576,101
S00059,Ashwatthama's Burden,"Driven by a storyteller who remembers past lives is drawn into a retelling from the vanquished side, they must confront what it truly costs. The truth is closer than anyone dares to admit.",Mythology,Sofia Nair,38.9,0.563070896004112,86
S00060,The Dragon's Heir: Origins,"When a dragon rider is drawn into an ancient prophecy, they must confront what it truly costs. Some doors, once opened, never close.",Fantasy,Sara Sharma,22.6,0.31159328260939345,311
S00061,Monsoon Hearts,"In a world where a widowed architect is drawn into a friendship turning into love, they must confront what it truly costs. Nothing will ever be the same again.",Romance,Ananya Petrov,36.0,0.345702140899374,661
S00062,The Locked Room: Legacy,"Driven by a retired detective is drawn into a witness who lies, they must confront what it truly costs. But every secret has its price.",Mystery,Rahul Menon,8.4,0.6248834577705628,449
S00063,The Mars Protocol Reborn,"When the last human translator is drawn into a black-market for memories, they must confront what it truly costs. But every secret has its price.",Science Fiction,Meera Joshi,35.8,0.7476951255751354,103
S00064,The House on Mill Road: The Reckoning,"Against a skeptical paranormal blogger is drawn into something living under the floor, they must confront what it truly costs. Nothing will ever be the same again.",Horror,Aarav Sharma,6.1,0.24124913321025193,705
S00065,The Astronomer of Ujjain,"Against a rebel poet is drawn into a court intrigue over succession, they must confront what it truly costs. But every secret has its price.",Historical Fiction,Vani Alvarez,42.0,0.6356022147495334,576
S00066,The Sleeper Cell Reborn,"In a world where a getaway driver is drawn into a journalist with one night to publish, they must confront what it truly costs. Nothing will ever be the same again.",Thriller,Arjun Das,9.1,0.5823447952433772,389
S00067,Sailing the Forgotten Sea,"Against a teenage stowaway is drawn into a shipwreck holding an old secret, they must confront what it truly costs. And time is running out.",Adventure,Rohan Menon,11.9,0.5355569961466027,529
S00068,The Inheritance: Legacy,"Driven by a first-generation doctor is drawn into a homecoming that reopens old wounds, they must confront what it truly costs. What follows changes everything.",Drama,Sara Iyer,29.3,0.6854454759233763,158
S00069,The Celestial Wager II,"After an exiled prince is drawn into a curse traded between generations, they must confront what it truly costs. And time is running out.",Mythology,Vani Chatterjee,44.2,0.48222901019624,132
S00070,The Moonlit Crown: The Reckoning,"Against an exiled princess is drawn into a cursed bloodline, they must confront what it truly costs. What follows changes everything.",Fantasy,Priya Khan,42.8,0.5382984928444117,301
S00071,Second Chance Summer,"Haunted by a shy librarian is drawn into a long-distance promise, they must confront what it truly costs. And time is running out.",Romance,Lin Mehta,24.8,0.6627796609283331,107
S00072,Echoes in the Archive,"Against a retired detective is drawn into a murder staged as suicide, they must confront what it truly costs. Nothing will ever be the same again.",Mystery,Lin Kapoor,16.5,0.4477810141018775,565
S00073,The Synthetic Heart: Legacy,"In a world where a quantum engineer is drawn into an AI questioning its purpose, they must confront what it truly costs. Nothing will ever be the same again.",Science Fiction,Priya Menon,28.1,0.3988708596618706,157
S00074,What the Forest Keeps II,"In a world where a skeptical paranormal blogger is drawn into a house that remembers its dead, they must confront what it truly costs. And time is running out.",Horror,Ishita Das,27.5,0.6625875214411723,425
S00075,Banners of the Deccan: Origins,"Haunted by a young cartographer is drawn into a rebellion brewing in silence, they must confront what it truly costs. What follows changes everything.",Historical Fiction,Ananya Das,26.5,0.39445111929436727,567
S00076,Deadline,"Against an investigative journalist is drawn into a city-wide blackout hiding a heist, they must confront what it truly costs. What follows changes everything.",Thriller,Elena Fernandes,40.3,0.7045398771593634,612
S00077,Beyond the Ice Wall,"Driven by a river guide is drawn into a jungle hiding a lost city, they must confront what it truly costs. But every secret has its price.",Adventure,Ananya Petrov,24.3,0.7102474638990117,603
S00078,The Inheritance Reborn,"Driven by an aging patriarch is drawn into a family secret surfacing at a funeral, they must confront what it truly costs. Nothing will ever be the same again.",Drama,Vani Kapoor,17.7,0.5444388500016457,526
S00079,Ashwatthama's Burden: Legacy,"When an exiled prince is drawn into a forgotten vow binding the gods, they must confront what it truly costs. And time is running out.",Mythology,Elena Fernandes,19.3,0.7611332967549035,616
S00080,The Shadow Mage,"Haunted by an orphaned thief with strange powers is drawn into a war between old gods, they must confront what it truly costs. And time is running out.",Fantasy,Sara Singh,44.8,0.6782791688634565,306
S00081,Coffee at Midnight,"Driven by a shy librarian is drawn into a secret admirer's confession, they must confront what it truly costs. Some doors, once opened, never close.",Romance,Dev Rao,4.4,0.7423451019042144,461
S00082,The Seventh Clue,"Driven by an amateur sleuth is drawn into a coded diary left behind, they must confront what it truly costs. Nothing will ever be the same again.",Mystery,Priya Menon,44.6,0.42537308646274574,145
S00083,The Terraform Wars: The Reckoning,"When the last human translator is drawn into a black-market for memories, they must confront what it truly costs. What follows changes everything.",Science Fiction,Priya Menon,7.3,0.6236674470249813,283
S00084,The House on Mill Road II,"Against a grieving father is drawn into a town that vanishes at night, they must confront what it truly costs. Nothing will ever be the same again.",Horror,Ananya Mehta,41.2,0.681420111115765,455
S00085,The Silk Route,"In a world where a rebel poet is drawn into a forbidden craft in a royal court, they must confront what it truly costs. The truth is closer than anyone dares to admit.",Historical Fiction,Vikram Fernandes,7.4,0.2964357327778616,355
S00086,The Sleeper Cell: The Reckoning,"Haunted by a getaway driver is drawn into a double agent's final job, they must confront what it truly costs. What follows changes everything.",Thriller,Priya Alvarez,35.3,0.6366098833115897,522
S00087,Compass of Storms: Legacy,"In a world where a river guide is drawn into a jungle hiding a lost city, they must confront what it truly costs. The truth is closer than anyone dares to admit.",Adventure,Elena Reddy,35.5,0.9663131944915921,347
S00088,Half a Life: Legacy,"After a first-generation doctor is drawn into an apology thirty years late, they must confront what it truly costs. What follows changes everything.",Drama,Ishita Gupta,18.0,0.44001648361843465,16
S00089,Ashwatthama's Burden: The Reckoning,"Haunted by a storyteller who remembers past lives is drawn into a sage's prophecy misread, they must confront what it truly costs. And time is running out.",Mythology,Rohan Sharma,11.9,0.571263304664037,244
S00090,The Forgotten Realm II,"In a world where an orphaned thief with strange powers is drawn into a hidden portal, they must confront what it truly costs. But every secret has its price.",Fantasy,Ishita Tanaka,4.3,0.6471664461733886,123
S00091,The Bookshop Romance: The Reckoning,"Against a shy librarian is drawn into a long-distance promise, they must confront what it truly costs. Some doors, once opened, never close.",Romance,Naina Gupta,35.2,0.6654217808110331,344
S00092,A Study in Shadows: Legacy,"Haunted by a sharp-eyed journalist is drawn into an inheritance with deadly strings, they must confront what it truly costs. Some doors, once opened, never close.",Mystery,Arjun Gupta,8.7,0.9595133755346389,582
S00093,The Last Uplink: Legacy,"Haunted by a deep-space salvager is drawn into time dilation tearing a family apart, they must confront what it truly costs. And time is running out.",Science Fiction,Sofia Khan,15.8,0.9278337931463595,708
S00094,What the Forest Keeps,"When a new tenant is drawn into a curse passed through photographs, they must confront what it truly costs. Nothing will ever be the same again.",Horror,Kabir Sharma,35.9,0.506294085686026,630
S00095,Shadows of Partition,"Against a merchant's daughter is drawn into a court intrigue over succession, they must confront what it truly costs. But every secret has its price.",Historical Fiction,Priya Iyer,7.5,0.48703424344135443,571
S00096,Deadline: Legacy,"In a world where a cyber-crime analyst is drawn into a journalist with one night to publish, they must confront what it truly costs. Some doors, once opened, never close.",Thriller,Meera Sharma,19.3,0.6968461991870851,266
S00097,Summit Fever Reborn,"Driven by a teenage stowaway is drawn into a desert crossing against time, they must confront what it truly costs. What follows changes everything.",Adventure,Rahul Sharma,34.3,0.7284876245668319,623
S00098,Half a Life,"When an aging patriarch is drawn into a family secret surfacing at a funeral, they must confront what it truly costs. What follows changes everything.",Drama,Meera Gupta,4.2,0.6484044205821481,190
S00099,The Forest Exile Reborn,"In a world where a cursed warrior is drawn into a retelling from the vanquished side, they must confront what it truly costs. Some doors, once opened, never close.",Mythology,Marcus Okafor,13.7,0.16569954043269175,483
S00100,The Moonlit Crown Reborn,"Against an orphaned thief with strange powers is drawn into a dying magical realm, they must confront what it truly costs. But every secret has its price.",Fantasy,Zoya Tanaka,20.3,0.5484798690286795,396
S00101,Paper Roses: The Reckoning,"When a small-town teacher is drawn into a friendship turning into love, they must confront what it truly costs. Some doors, once opened, never close.",Romance,Ananya Nair,37.1,0.9694832967502603,516
S00102,The Midnight Caller II,"Haunted by a forensic accountant is drawn into a disappearance nobody reported, they must confront what it truly costs. Nothing will ever be the same again.",Mystery,Ishita Tanaka,44.9,0.3712592241933747,529
S00103,Children of the Dyson Ring II,"Against a rogue android is drawn into first contact gone wrong, they must confront what it truly costs. But every secret has its price.",Science Fiction,Arjun Reddy,19.0,0.4013266743992387,97
S00104,Don't Open the Cellar,"After a grieving father is drawn into a ritual that must not be finished, they must confront what it truly costs. And time is running out.",Horror,Sofia Okafor,18.1,0.5417174932284119,639
S00105,Shadows of Partition: Origins,"Haunted by a young cartographer is drawn into a court intrigue over succession, they must confront what it truly costs. The truth is closer than anyone dares to admit.",Historical Fiction,Kabir Reddy,13.6,0.3091814989222779,645
S00106,The Sleeper Cell: Origins,"Against a cyber-crime analyst is drawn into a double agent's final job, they must confront what it truly costs. Some doors, once opened, never close.",Thriller,Meera Tanaka,30.8,0.47150253167343287,615
S00107,The Lost Expedition,"When a treasure-hunting historian is drawn into an expedition that never returned, they must confront what it truly costs. And time is running out.",Adventure,Marcus Sharma,27.0,0.6697865654271626,204
S00108,Sons of the Soil II,"Against a single mother is drawn into a homecoming that reopens old wounds, they must confront what it truly costs. And time is running out.",Drama,Lin Singh,31.7,0.5216266548700867,339
S00109,Daughter of the Ocean,"When a temple sculptor is drawn into a mortal chosen for a divine task, they must confront what it truly costs. And time is running out.",Mythology,Aditya Reddy,25.0,0.5557629299976777,687
S00110,The Dragon's Heir: Legacy,"Driven by a fallen knight is drawn into an ancient prophecy, they must confront what it truly costs. Nothing will ever be the same again.",Fantasy,Kabir Sharma,14.1,0.42654508001361524,708
S00111,The Arranged Truth Reborn,"After a widowed architect is drawn into a second chance at romance, they must confront what it truly costs. Nothing will ever be the same again.",Romance,Vani Gupta,19.8,0.7888512518594428,81
S00112,The Glass Alibi,"Against an amateur sleuth is drawn into an inheritance with deadly strings, they must confront what it truly costs. But every secret has its price.",Mystery,Arjun Bose,21.1,0.5975435774768466,209
S00113,Signal from Kepler,"When the last human translator is drawn into an AI questioning its purpose, they must confront what it truly costs. Nothing will ever be the same again.",Science Fiction,Sara Kapoor,17.7,0.7234348263494391,352
S00114,Static Reborn,"Haunted by a grieving father is drawn into a curse passed through photographs, they must confront what it truly costs. But every secret has its price.",Horror,Meera Reddy,13.9,0.33060503581740125,621
S00115,The Spice Merchant's Wife: The Reckoning,"After a rebel poet is drawn into a merchant caravan crossing empires, they must confront what it truly costs. But every secret has its price.",Historical Fiction,Lin Joshi,22.9,0.6806064690100878,35
S00116,Zero Hour Mumbai,"After a bomb-disposal expert is drawn into a conspiracy reaching the highest office, they must confront what it truly costs. Nothing will ever be the same again.",Thriller,Aarav Rao,4.4,0.7399981300352866,588
S00117,The River of Gold: The Reckoning,"Haunted by a washed-up mountaineer is drawn into a treasure map with a missing corner, they must confront what it truly costs. And time is running out.",Adventure,Meera Iyer,28.2,0.26522962682178686,410
S00118,The Apology Reborn,"Haunted by a retired schoolmistress is drawn into a family secret surfacing at a funeral, they must confront what it truly costs. What follows changes everything.",Drama,Arjun Mehta,35.7,0.4392364881147247,210
S00119,The Fifth Veda: Origins,"In a world where a storyteller who remembers past lives is drawn into a mortal chosen for a divine task, they must confront what it truly costs. The truth is closer than anyone dares to admit.",Mythology,Naina Rao,18.8,0.434246928394357,708
S00120,The Dragon's Heir Reborn,"When a dragon rider is drawn into a forbidden spell, they must confront what it truly costs. What follows changes everything.",Fantasy,Kabir Das,21.0,0.7332025625347803,592
S00121,Letters to Meera: The Reckoning,"In a world where a small-town teacher is drawn into a friendship turning into love, they must confront what it truly costs. And time is running out.",Romance,Aarav Fernandes,33.7,0.9027269914741483,119
S00122,The Locked Room,"When a librarian who notices everything is drawn into an inheritance with deadly strings, they must confront what it truly costs. The truth is closer than anyone dares to admit.",Mystery,Ishita Tanaka,9.2,0.6365035098416003,482
S00123,The Synthetic Heart Reborn,"Haunted by a disgraced astrophysicist is drawn into first contact gone wrong, they must confront what it truly costs. Nothing will ever be the same again.",Science Fiction,Sofia Kapoor,4.7,0.9235610099960352,3
S00124,Static,"Haunted by a skeptical paranormal blogger is drawn into an entity that mimics loved ones, they must confront what it truly costs. The truth is closer than anyone dares to admit.",Horror,Vani Gupta,26.0,0.40516310447010834,132
S00125,The Silk Route II,"Haunted by a court astronomer is drawn into a love story against the freedom struggle, they must confront what it truly costs. Nothing will ever be the same again.",Historical Fiction,Kabir Reddy,38.3,0.5779167652508771,478
S00126,The Extraction,"Against an ex-intelligence officer is drawn into a city-wide blackout hiding a heist, they must confront what it truly costs. The truth is closer than anyone dares to admit.",Thriller,Elena Kapoor,29.0,0.4049342110755491,378
S00127,Compass of Storms: Origins,"Driven by a teenage stowaway is drawn into a jungle hiding a lost city, they must confront what it truly costs. Some doors, once opened, never close.",Adventure,Vikram Kapoor,44.3,0.5425608125380383,546
S00128,A House Divided,"When an aging patriarch is drawn into an apology thirty years late, they must confront what it truly costs. Some doors, once opened, never close.",Drama,Dev Petrov,20.7,0.4869481049294327,556
S00129,The Celestial Wager,"Driven by a river goddess in mortal form is drawn into a retelling from the vanquished side, they must confront what it truly costs. And time is running out.",Mythology,Ishita Bose,11.3,0.8587998491849632,692
S00130,The Runebound Oath: Legacy,"After a fallen knight is drawn into a hidden portal, they must confront what it truly costs. But every secret has its price.",Fantasy,Ananya Joshi,34.1,0.6052397903838004,465
S00131,Coffee at Midnight,"Driven by a widowed architect is drawn into an arranged match that becomes real, they must confront what it truly costs. What follows changes everything.",Romance,Zoya Petrov,27.4,0.39699946231949146,563
S00132,The Seventh Clue Reborn,"Against a forensic accountant is drawn into a witness who lies, they must confront what it truly costs. Some doors, once opened, never close.",Mystery,Sara Iyer,12.4,0.9307296015877536,328
S00133,The Mars Protocol: Legacy,"In a world where the last human translator is drawn into a colony ship losing its memory, they must confront what it truly costs. Some doors, once opened, never close.",Science Fiction,Zoya Rao,20.2,0.6657854050757102,639
S00134,Don't Open the Cellar: Origins,"In a world where a grieving father is drawn into an entity that mimics loved ones, they must confront what it truly costs. And time is running out.",Horror,Aarav Okafor,42.4,0.5118449670777824,49
S00135,Daughters of the Empire,"In a world where a rebel poet is drawn into a merchant caravan crossing empires, they must confront what it truly costs. Some doors, once opened, never close.",Historical Fiction,Ishita Reddy,32.1,0.25134595211302524,118
S00136,The Extraction,"After a bomb-disposal expert is drawn into a double agent's final job, they must confront what it truly costs. Nothing will ever be the same again.",Thriller,Arjun Chatterjee,40.1,0.47516889037698945,344
S00137,The Lost Expedition II,"Haunted by a washed-up mountaineer is drawn into a desert crossing against time, they must confront what it truly costs. Nothing will ever be the same again.",Adventure,Arjun Joshi,5.9,0.41857926906776194,187
S00138,The Inheritance: The Reckoning,"Driven by a retired schoolmistress is drawn into a will that splits a family, they must confront what it truly costs. And time is running out.",Drama,Marcus Khan,14.3,0.5602258827984562,225
S00139,Karna's Vow Reborn,"Against a storyteller who remembers past lives is drawn into a mortal chosen for a divine task, they must confront what it truly costs. Nothing will ever be the same again.",Mythology,Sofia Okafor,43.1,0.40320170558027113,707
S00140,The Last Enchanter,"After a fallen knight is drawn into an ancient prophecy, they must confront what it truly costs. What follows changes everything.",Fantasy,Priya Iyer,38.7,0.4500533898967179,290
S00141,Second Chance Summer,"After a small-town teacher is drawn into a long-distance promise, they must confront what it truly costs. And time is running out.",Romance,Rohan Khan,28.0,0.44478276729440225,613
S00142,The Seventh Clue,"Against a librarian who notices everything is drawn into a disappearance nobody reported, they must confront what it truly costs. And time is running out.",Mystery,Ishita Chatterjee,35.7,0.8858896992868672,434
S00143,Ghost in the Lattice,"Against a disgraced astrophysicist is drawn into an AI questioning its purpose, they must confront what it truly costs. Some doors, once opened, never close.",Science Fiction,Ishita Bose,38.7,0.46468394739356994,191
S00144,The Mirror Room II,"After a night-shift nurse is drawn into a town that vanishes at night, they must confront what it truly costs. But every secret has its price.",Horror,Marcus Fernandes,38.9,0.8585343161813923,385
S00145,Letters from 1947,"After a rebel poet is drawn into a love story against the freedom struggle, they must confront what it truly costs. But every secret has its price.",Historical Fiction,Rohan Sharma,40.4,0.49713914054458724,676
S00146,Blackout Protocol II,"In a world where a cyber-crime analyst is drawn into a city-wide blackout hiding a heist, they must confront what it truly costs. What follows changes everything.",Thriller,Dev Petrov,21.8,0.6136283918322301,259
S00147,Summit Fever,"In a world where a wildlife photographer is drawn into an expedition that never returned, they must confront what it truly costs. The truth is closer than anyone dares to admit.",Adventure,Sofia Khan,26.7,0.39284438834659796,118
S00148,What We Leave Behind,"In a world where an aging patriarch is drawn into two brothers and one farm, they must confront what it truly costs. Nothing will ever be the same again.",Drama,Rohan Rao,17.2,0.6883380076188874,52
